user_id,gender_id,age,country_id
655815,1,20,8
655816,2,42,5
655819,1,58,9
655826,2,38,9
655831,2,47,6
655832,2,54,4
655834,2,47,3
655847,1,41,1
655850,2,24,5
655855,2,22,7
655857,1,30,10
655868,1,41,4
655869,1,26,6
655870,2,32,3
655873,2,34,4
655875,2,33,3
655887,2,47,9
655888,1,23,2
655898,2,55,9
655902,1,24,3
655913,1,54,5
655914,2,53,3
655915,2,52,6
655917,2,22,7
655924,2,48,6
655931,2,59,8
655932,1,45,9
655937,2,47,4
655939,2,60,7
655944,1,42,10
655945,2,40,3
655948,2,24,9
655954,2,45,5
655955,2,49,5
655960,1,42,3
655964,2,34,3
655969,1,54,9
655975,2,23,7
655976,2,30,3
655981,2,56,10
655984,1,31,9
655988,1,37,6
655989,2,28,5
655990,1,40,2
655991,2,33,4
655992,1,46,5
656001,1,35,1
656010,1,28,5
656029,1,60,7
656041,1,31,7
656046,2,31,2
656047,1,35,3
656049,1,57,4
656051,2,20,5
656054,2,51,1
656058,2,56,6
656059,1,55,2
656064,2,28,6
656065,1,26,1
656066,2,36,2
656070,1,23,4
656078,1,43,1
656087,1,49,10
656095,1,33,10
656096,2,39,1
656111,2,54,4
656117,2,43,6
656122,1,44,6
656127,2,37,9
656131,2,39,9
656138,1,47,4
656150,2,33,4
656157,2,53,2
656177,1,24,4
656178,2,46,2
656185,2,51,8
656189,2,41,2
656190,2,55,3
656201,1,45,10
656202,2,43,1
656204,2,42,6
656206,2,27,7
656208,1,20,8
656209,1,49,6
656214,2,56,10
656216,2,34,9
656218,1,41,4
656222,1,34,1
656224,2,25,1
656225,2,58,2
656226,1,25,1
656227,2,41,4
656234,2,34,1
656235,1,24,3
656237,1,27,1
656243,1,33,4
656249,2,55,3
656251,1,39,2
656264,2,36,10
656267,2,50,8
656277,2,35,7
656278,1,57,7
656286,2,40,2
656287,1,56,3
656289,1,31,7
656290,1,45,10
656294,1,60,7
656295,2,55,9
656299,1,46,2
656301,2,40,8
656304,2,55,9
656305,2,22,9
656308,2,39,9
656315,2,59,4
656317,2,47,7
656323,2,44,3
656324,1,49,5
656328,1,50,5
656329,1,31,7
656333,2,58,8
656349,2,60,4
656358,2,23,2
656371,1,46,5
656375,1,50,1
656377,2,42,2
656383,1,37,10
656385,1,24,9
656387,2,33,3
656388,1,40,2
656389,1,21,8
656392,2,39,5
656395,1,46,1
656407,1,28,8
656416,2,59,3
656417,2,22,9
656419,1,24,1
656421,1,45,5
656431,1,31,10
656436,2,46,4
656437,1,44,9
656443,2,22,9
656444,1,24,4
656447,2,46,7
656452,2,21,6
656463,2,32,10
656467,2,39,8
656472,2,23,3
656477,1,49,8
656478,1,30,4
656480,1,45,7
656488,1,53,7
656494,2,50,7
656496,2,45,10
656497,1,58,8
656506,2,49,5
656508,2,57,9
656510,1,42,10
656521,1,31,6
656522,2,20,8
656527,1,41,4
656542,2,27,7
656543,1,48,6
656547,1,29,6
656556,2,30,9
656557,1,31,7
656558,1,47,8
656570,1,48,2
656574,1,31,1
656588,2,35,2
656592,2,35,1
656594,1,36,8
656598,2,56,6
656600,1,35,8
656602,2,24,10
656605,1,58,1
656606,1,24,2
656608,1,52,6
656612,2,38,3
656613,2,32,4
656619,2,54,3
656623,1,51,5
656627,1,20,9
656632,2,53,5
656642,1,60,6
656654,2,29,4
656664,2,32,6
656687,1,53,1
656697,1,20,2
656708,1,32,2
656709,1,57,6
656718,1,44,8
656723,1,42,10
656725,2,48,6
656734,2,42,3
656740,1,27,7
656741,2,51,3
656743,2,38,6
656744,2,58,2
656747,2,21,10
656754,2,26,7
656759,1,21,3
656762,2,35,6
656764,1,23,2
656774,2,55,10
656781,2,51,2
656786,1,29,9
656791,2,25,9
656792,1,49,6
656793,2,57,8
656796,2,51,7
656797,2,53,9
656800,2,25,2
656801,1,46,5
656803,2,58,2
656805,2,32,6
656816,1,47,7
656818,2,43,2
656821,2,56,9
656824,1,47,2
656825,2,42,8
656827,1,30,2
656828,1,45,8
656836,1,51,6
656838,1,35,8
656859,1,48,10
656865,2,24,3
656877,1,29,9
656878,1,56,5
656883,1,56,7
656885,1,53,7
656894,1,49,5
656896,1,52,4
656899,2,50,5
656907,1,35,6
656912,2,42,8
656918,2,37,8
656921,2,32,1
656926,2,58,4
656934,2,29,4
656938,1,23,1
656942,1,60,2
656944,1,20,5
656952,1,25,5
656954,1,41,8
656955,2,37,3
656965,2,21,8
656966,1,36,2
656973,1,44,2
656974,2,45,6
656980,1,58,6
656982,1,31,4
656983,1,55,9
656986,1,52,10
656989,2,31,5
656994,2,59,4
657002,2,32,7
657006,1,32,1
657008,1,60,6
657018,1,33,1
657025,1,41,3
657033,2,32,10
657037,1,38,5
657089,2,26,1
657091,1,44,10
657094,1,26,1
657095,2,58,7
657096,1,53,6
657097,2,50,7
657099,2,47,8
657125,1,33,5
657132,1,32,2
657133,1,38,1
657142,1,31,3
657159,2,32,4
657169,2,36,10
657186,1,40,5
657197,2,23,2
657203,2,35,8
657209,2,40,10
657211,1,49,1
657233,1,52,8
657242,2,23,4
657243,1,30,9
657246,2,25,9
657253,2,25,8
657254,1,37,6
657259,1,51,3
657261,1,33,6
657262,2,43,3
657270,1,54,2
657274,2,33,8
657279,1,37,4
657285,1,31,4
657290,1,55,7
657297,1,55,8
657310,1,53,10
657313,1,48,1
657314,2,21,5
657317,2,38,3
657318,1,25,2
657320,1,26,2
657322,2,23,10
657328,1,26,2
657331,2,38,9
657335,1,42,7
657372,1,34,10
657374,2,37,5
657376,2,20,8
657377,2,38,9
657384,2,40,10
657394,2,31,1
657397,2,39,9
657405,2,21,6
657407,1,39,8
657421,1,33,9
657427,2,31,1
657450,1,36,8
657462,1,30,2
657477,2,50,3
657484,2,46,6
657485,2,31,1
657495,1,42,2
657501,1,23,2
657506,1,41,8
657510,1,55,7
657511,2,31,4
657513,1,49,4
657517,1,23,3
657520,1,52,7
657521,2,35,6
657535,1,33,3
657543,1,37,6
657550,2,50,8
657553,2,53,6
657554,2,34,6
657558,1,52,4
657559,2,27,6
657560,1,53,10
657563,1,57,8
657567,1,48,4
657570,2,21,9
657576,1,59,10
657579,2,37,4
657580,2,45,7
657606,2,41,1
657613,2,28,1
657614,2,29,8
657620,1,29,10
657622,1,55,6
657625,2,25,8
657629,1,39,3
657630,2,40,2
657631,2,26,2
657634,2,48,4
657635,1,52,1
657636,1,22,4
657638,1,41,4
657647,2,45,2
657653,1,46,3
657657,2,31,4
657661,1,50,5
657675,2,56,10
657684,2,39,5
657685,2,23,10
657686,2,46,8
657687,1,43,4
657690,1,34,6
657694,1,29,10
657705,1,33,4
657707,1,56,4
657713,2,20,6
657719,2,34,3
657721,2,58,10
657722,2,49,6
657726,1,32,2
657732,2,27,7
657746,1,32,5
657748,1,58,10
657756,2,45,10
657760,1,40,4
657765,1,44,3
657769,2,28,9
657771,1,58,10
657772,2,27,5
657777,1,26,10
657781,1,29,5
657791,1,46,4
657793,1,32,10
657797,2,25,3
657798,1,27,10
657808,2,37,9
657812,1,48,1
657818,1,36,4
657822,2,37,2
657830,1,31,4
657831,1,21,1
657832,1,59,3
657833,2,44,9
657835,1,20,9
657844,2,48,10
657850,2,34,2
657855,2,21,7
657860,2,59,4
657862,1,47,2
657873,1,30,6
657875,2,24,7
658111,1,21,8
658112,2,51,2
658113,2,37,6
658115,1,52,5
658117,2,37,4
658133,1,56,1
658136,2,26,9
658141,2,37,9
658150,2,22,8
658155,1,35,1
658157,1,21,4
658159,1,38,1
658161,1,49,2
658172,1,33,5
658180,2,40,6
658181,2,44,7
658184,2,21,10
658189,1,32,3
658191,2,41,8
658192,2,54,1
658201,1,57,7
658208,1,43,6
658222,1,43,7
658223,1,40,5
658232,2,31,9
658236,1,52,10
658238,1,46,5
658240,1,26,4
658241,2,23,4
658246,1,23,8
658263,2,37,1
658264,1,59,3
658267,1,47,5
658269,1,60,6
658275,1,26,5
658277,2,37,7
658285,1,39,7
658294,1,45,9
658295,1,53,2
658301,2,43,3
658302,1,40,6
658312,2,51,2
658321,2,29,2
658333,1,25,10
658335,1,59,4
658340,2,24,8
658342,2,58,9
658361,1,26,3
658364,1,52,2
658365,1,41,6
658367,2,24,9
658368,1,29,10
658372,2,20,10
658376,1,35,4
658380,1,36,2
658384,2,35,2
658386,2,24,7
658390,1,35,7
658393,1,39,9
658403,2,53,10
658415,1,23,1
658422,2,28,3
658425,2,22,3
658427,2,53,8
658444,1,52,3
658445,1,29,5
658450,2,45,3
658452,2,39,10
658455,1,28,4
658464,2,41,3
658465,1,51,4
658469,2,49,8
658470,1,54,3
658475,1,47,4
658484,1,59,9
658488,1,23,9
658489,1,47,7
658493,1,55,5
658496,2,25,3
658506,1,27,8
658512,2,29,2
658513,1,60,2
658514,1,20,8
658515,2,38,9
658519,2,42,4
658522,2,20,8
658531,1,52,8
658539,1,40,8
658540,2,49,7
658549,1,45,9
658550,1,32,3
658552,1,57,4
658555,2,41,2
658560,2,20,1
658561,1,57,8
658563,2,50,8
658565,2,30,7
658566,1,47,5
658598,1,35,7
658601,2,26,10
658605,1,48,7
658606,2,43,2
658611,1,47,6
658618,2,59,2
658622,1,52,5
658628,1,32,5
658629,1,41,5
658632,2,50,2
658637,1,21,6
658638,1,45,6
658642,1,28,3
658652,2,54,2
658658,1,52,3
658660,2,48,1
658667,2,55,10
658672,2,53,4
658674,1,23,1
658676,1,44,7
658680,2,29,7
658682,2,60,6
658693,1,20,2
658694,2,23,7
658695,2,28,4
658697,1,38,3
658699,2,38,7
658703,2,53,7
658704,2,26,1
658705,1,59,4
658714,2,29,2
658720,1,37,1
658721,1,49,9
658730,1,28,6
658734,2,22,10
658736,1,49,6
658737,2,42,1
658739,2,31,1
658740,2,55,9
658743,1,59,1
658746,1,59,4
658767,2,26,6
658776,1,21,9
658784,1,23,8
658791,2,28,8
658807,2,60,1
658852,1,24,5
658860,1,34,5
658866,2,32,8
658867,2,28,2
658870,2,25,5
658882,1,45,7
658899,2,29,2
658909,1,57,7
658910,2,32,4
658911,1,26,1
658916,1,45,6
658917,2,43,10
658918,2,41,10
658921,1,60,5
658922,2,54,9
658927,2,23,8
658930,2,34,6
658931,1,27,4
658933,1,49,7
658934,2,58,6
658936,1,55,4
658939,2,51,8
658950,1,52,1
658951,2,46,9
658955,2,27,1
658967,2,44,6
658975,2,54,5
658977,2,27,7
658980,2,42,10
658990,2,49,6
658999,2,49,3
659017,2,44,2
659032,2,32,9
659042,2,60,7
659057,1,32,10
659070,2,28,5
659081,2,53,4
659086,2,25,8
659090,2,47,9
659094,1,43,10
659107,2,29,7
659108,2,53,6
659116,1,31,2
659127,1,59,5
659131,1,28,9
659137,1,35,7
659144,1,50,9
659149,2,40,10
659177,2,36,3
659180,1,54,8
659196,1,56,3
659198,1,45,6
659204,1,23,4
659210,2,56,3
659217,1,40,7
659221,1,42,6
659231,2,40,1
659245,2,46,2
659252,1,34,10
659254,2,59,3
659267,2,48,2
659279,2,23,5
659283,1,45,3
659285,2,22,4
659286,2,48,4
659291,1,55,8
659295,1,55,10
659297,1,51,3
659299,2,57,9
659300,2,27,9
659301,2,20,2
659302,2,21,7
659303,2,22,1
659305,2,38,3
659306,1,39,8
659307,1,35,5
659327,1,27,10
659328,1,47,5
659330,1,29,1
659341,2,54,2
659348,2,59,6
659356,2,43,2
659360,1,60,10
659362,1,30,8
659368,2,60,9
659377,1,57,6
659382,1,20,10
659395,2,45,9
659398,1,44,7
659400,1,22,10
659409,1,50,8
659417,1,42,1
659422,2,39,7
659423,1,35,5
659425,2,35,6
659428,2,60,10
659429,2,47,1
659430,1,45,9
659432,1,58,2
659434,2,54,10
659438,1,53,10
659442,1,36,8
659443,2,27,5
659446,2,59,10
659449,1,20,9
659451,2,26,3
659455,2,39,3
659461,1,37,3
659466,1,26,10
659470,1,23,10
659474,1,44,2
659475,1,58,4
659479,2,40,4
659494,2,60,2
659497,1,56,6
659507,2,31,9
659517,1,43,8
659526,2,28,1
659527,2,51,7
659531,1,41,3
659539,1,54,8
659544,1,44,5
659545,2,52,6
659548,1,57,8
659551,2,42,7
659553,2,34,3
659564,2,30,4
659569,2,29,7
659581,2,53,4
659598,2,40,6
659606,1,40,6
659615,1,35,10
659620,2,27,6
659622,2,57,4
659631,2,34,8
659636,2,43,2
659643,1,20,5
659664,2,22,8
659670,1,31,2
659671,2,50,3
659679,2,55,10
659682,2,34,4
659684,1,43,9
659715,2,56,7
659717,1,43,6
659726,1,48,9
659730,1,22,9
659735,2,51,7
659745,1,20,3
659748,2,51,5
659750,2,33,7
659755,2,23,2
659758,2,20,6
659763,2,39,9
659768,2,48,1
659769,2,25,2
659779,2,38,3
659781,1,34,8
659782,2,23,8
659785,1,59,10
659790,2,31,2
659802,2,24,8
659803,2,22,2
659809,1,50,7
659810,1,39,3
659812,2,42,4
659814,1,33,4
659817,2,58,10
659818,2,47,1
659828,2,22,2
659840,1,44,3
659842,2,27,1
659851,2,28,3
659852,1,20,7
659870,2,20,5
659876,1,37,6
659877,2,34,2
659887,1,20,3
659896,1,59,6
659897,2,56,5
659900,1,40,9
659901,1,33,5
659911,1,48,1
659915,1,54,3
659917,1,34,10
659922,1,21,7
659924,1,28,8
659933,1,53,6
659935,1,57,3
659941,2,44,7
659945,2,21,6
659947,1,34,3
659957,2,39,1
659967,1,31,5
659976,1,31,5
659995,2,60,6
660010,1,55,6
660013,2,27,7
660018,1,50,4
660025,1,47,7
660039,2,40,5
660040,1,51,1
660046,1,22,3
660049,1,40,7
660056,2,56,4
660057,1,49,5
660058,1,59,1
660066,1,40,3
660067,1,38,6
660072,1,59,6
660080,1,58,9
660082,1,37,9
660083,2,32,1
660086,2,20,8
660087,2,57,2
660088,2,43,10
660089,2,59,1
660097,2,56,6
660099,1,58,10
660102,1,51,10
660108,2,38,2
660109,2,58,7
660110,1,54,10
660116,2,25,7
660118,1,59,1
660120,1,21,10
660130,1,56,5
660141,2,55,10
660143,1,41,6
660145,1,34,6
660150,2,58,3
660151,2,40,2
660161,1,33,4
660163,2,46,3
660167,1,46,5
660172,1,26,3
660175,1,58,1
660181,2,23,7
660197,2,56,9
660198,1,26,9
660199,2,56,8
660201,1,43,7
660209,1,23,1
660213,1,49,2
660217,2,22,2
660231,1,23,6
660238,1,54,3
660239,2,31,6
660246,2,32,3
660253,1,28,5
660262,1,59,6
660265,2,22,4
660269,2,30,7
660277,2,39,9
660280,2,21,10
660287,2,46,4
660292,2,42,9
660306,1,27,3
660307,1,51,2
660315,1,45,3
660316,2,58,10
660318,1,30,9
660328,1,53,1
660332,1,37,8
660335,2,60,10
660336,1,37,4
660341,2,39,2
660342,2,30,4
660351,2,59,5
660352,1,44,2
660365,2,26,10
660383,2,44,10
660388,1,35,9
660391,1,28,5
660393,1,51,2
660411,2,52,1
660413,2,31,4
660422,2,57,8
660425,2,28,10
660426,2,33,2
660432,2,24,1
660435,2,31,4
660439,2,47,6
660444,2,22,5
660447,2,30,4
660451,1,54,2
660457,1,51,7
660466,2,22,7
660472,2,48,1
660476,1,51,9
660478,1,39,8
660480,2,35,4
660488,1,46,2
660494,1,55,3
660500,2,22,1
660505,2,22,6
660508,1,33,3
660515,1,56,8
660517,2,50,7
660526,2,24,7
660530,1,25,10
660531,2,52,1
660533,1,51,10
660541,1,43,3
660544,1,53,1
660549,2,43,6
660553,1,55,9
660558,1,50,1
660559,1,28,10
660563,1,35,6
660583,2,60,5
660584,2,55,9
660587,1,35,4
660592,1,31,7
660595,2,54,3
660597,2,20,8
660600,2,41,3
660618,2,36,1
660622,2,38,1
660624,2,55,8
660627,2,28,8
660634,2,58,7
660635,1,54,3
660636,2,45,5
660638,2,22,6
660639,1,29,4
660643,2,42,8
660650,1,22,9
660655,2,35,7
660668,2,46,3
660684,1,57,9
660699,1,43,7
660703,1,52,10
660722,2,51,8
660726,1,38,5
660727,1,59,10
660730,2,23,3
660740,1,36,9
660742,2,54,7
660744,2,34,5
660767,2,54,10
660774,1,29,5
660776,2,56,5
660779,1,41,9
660780,1,52,3
660781,2,35,4
660813,1,20,3
660817,1,47,1
660820,2,58,3
660823,2,57,2
660827,1,24,4
660836,2,43,4
660838,1,20,1
660841,1,29,2
660867,2,55,7
660872,2,58,10
660875,1,53,8
660877,2,31,5
660878,1,21,1
660884,2,57,9
660885,1,52,5
660886,2,40,6
660889,1,29,7
660890,1,60,5
660895,2,29,5
660896,2,57,7
660898,2,53,2
660901,2,48,8
660903,1,20,7
660910,2,59,1
660914,2,42,5
660918,2,20,10
660926,1,29,10
660930,2,60,2
660938,2,29,9
660944,2,31,7
660946,1,28,9
660949,2,20,1
660954,2,21,1
660958,2,30,2
660964,1,55,6
660981,2,33,9
660984,2,45,7
660987,2,48,4
660997,2,38,2
660998,2,50,9
661004,1,55,4
661005,2,60,7
661008,2,20,6
661017,1,45,5
661020,2,25,4
661021,1,26,8
661026,1,46,1
661031,2,47,9
661037,1,35,3
661038,1,30,4
661040,2,43,2
661043,2,52,8
661044,2,56,8
661045,1,47,5
661056,1,49,3
661062,1,37,2
661068,2,47,7
661069,2,53,1
661080,2,59,2
661092,1,56,9
661093,2,59,3
661115,2,44,9
661120,2,41,3
661126,2,38,10
661129,2,60,9
661134,2,45,3
661136,2,39,9
661142,1,57,3
661144,1,34,5
661159,1,60,4
661162,2,43,2
661163,2,54,8
661165,2,60,7
661175,2,56,2
661178,1,21,4
661179,2,49,2
661189,2,39,7
661191,1,35,9
661193,1,28,9
661195,1,46,2
661204,2,43,3
661211,2,24,3
661215,1,20,8
661223,1,37,9
661231,2,56,4
661240,1,34,1
661255,1,24,7
661256,2,44,5
661265,2,26,9
661288,1,57,2
661292,1,26,5
661295,2,28,2
661297,2,60,2
661299,2,60,10
661305,1,52,10
661307,1,45,6
661309,2,29,2
661316,2,52,2
661322,1,59,6
661336,2,42,3
661337,1,22,7
661340,2,59,6
661358,2,51,8
661370,2,22,10
661378,1,48,1
661381,2,44,8
661384,2,33,5
661388,2,32,9
661389,2,25,4
661396,2,21,3
661403,1,33,9
661410,2,22,9
661412,1,46,8
661417,1,50,3
661427,1,38,1
661429,1,49,8
661430,1,28,3
661439,1,28,3
661444,1,43,8
661447,1,58,3
661449,2,21,5
661452,2,32,7
661458,2,28,3
661460,2,51,6
661467,1,50,8
661469,1,40,3
661476,1,40,3
661477,1,24,6
661490,2,48,7
661496,2,43,2
661507,1,29,9
661510,2,34,10
661514,1,23,1
661516,2,40,4
661520,2,47,8
661530,2,24,8
661537,1,54,4
661540,1,49,1
661541,1,50,4
661553,2,59,5
661555,1,35,10
661559,2,23,2
661573,1,53,8
661582,1,54,7
661604,2,44,3
661621,2,41,9
661626,1,20,5
661633,2,27,8
661634,2,44,8
661645,2,44,3
661659,2,22,5
661665,1,54,5
661668,2,37,4
661671,1,39,5
661677,2,36,4
661679,1,49,10
661683,2,20,7
661691,1,49,8
661693,1,27,6
661694,1,42,9
661695,1,44,10
661697,1,39,2
661698,1,50,1
661705,2,39,5
661709,2,43,7
661716,1,59,1
661717,1,37,10
661719,2,35,4
661720,2,48,5
661724,1,41,7
661725,1,51,6
661726,1,26,9
661734,2,39,1
661738,2,21,5
661758,2,24,1
661764,2,45,9
661772,2,30,2
661801,1,30,4
661805,1,28,1
661807,1,55,5
661813,2,52,2
661818,2,55,1
661822,1,35,9
661827,2,22,10
661829,1,57,3
661830,2,49,4
661833,2,30,8
661848,1,42,3
661849,2,58,7
661854,2,58,2
661859,1,28,9
661861,2,22,7
661862,2,26,1
661869,1,22,7
661880,2,42,10
661890,2,27,7
661892,2,29,7
661895,2,33,1
661902,2,54,6
661905,2,39,4
661912,1,36,1
661929,2,27,1
661932,1,35,9
661934,1,30,9
661951,1,22,9
661952,2,32,4
661957,2,32,3
661958,1,41,6
661966,2,33,7
661970,1,31,9
661978,2,22,7
661992,2,47,10
661994,1,29,3
661998,2,51,2
662004,2,46,4
662026,2,40,8
662032,2,57,3
662037,1,41,6
662046,2,33,10
662047,1,36,2
662055,2,37,7
662067,2,43,10
662069,1,57,5
662070,2,27,4
662073,2,54,7
662076,1,27,2
662077,1,52,4
662079,2,32,4
662080,1,26,10
662086,2,48,9
662098,1,30,1
662101,1,24,9
662105,2,48,2
662109,2,31,8
662111,1,53,4
662114,1,60,6
662117,1,37,6
662119,1,48,5
662131,1,31,5
662132,2,60,6
662133,1,41,5
662136,2,27,8
662138,1,47,6
662139,2,47,8
662143,2,57,3
662147,1,59,9
662172,1,21,4
662176,1,27,5
662186,1,44,3
662205,1,21,6
662208,2,35,8
662214,2,40,6
662215,2,44,3
662221,2,52,6
662230,2,56,6
662239,1,54,9
662240,2,41,8
662247,1,55,5
662252,1,28,5
662255,1,47,7
662257,2,58,1
662258,2,21,6
662259,2,31,6
662263,2,27,4
662282,2,48,5
662293,2,45,2
662295,2,56,7
662297,2,22,8
662298,2,31,4
662300,2,29,10
662301,1,30,8
662307,1,20,4
662308,1,24,9
662313,2,45,10
662315,2,55,2
662316,1,57,8
662318,1,57,1
662320,2,59,7
662325,1,57,6
662326,2,41,5
662338,1,57,9
662352,1,25,6
662360,1,44,9
662364,1,22,10
662371,1,50,5
662393,1,37,1
662395,1,43,10
662401,2,48,10
662402,2,30,2
662409,1,24,6
662412,2,60,6
662417,1,20,10
662426,1,24,2
662449,2,26,3
662450,1,21,9
662463,1,28,4
662474,1,27,8
662484,1,25,6
662486,2,32,6
662487,1,26,7
662495,1,48,4
662498,2,25,10
662505,1,34,8
662506,2,43,8
662528,1,43,7
662534,1,32,10
662551,2,30,1
662559,2,35,7
662565,1,43,9
662566,1,26,2
662579,2,60,10
662583,2,52,5
662584,1,51,8
662585,2,39,1
662588,1,25,10
662596,2,27,10
662605,1,29,9
662619,2,29,9
662628,1,22,2
662629,1,48,10
662640,1,60,9
662642,1,28,3
662645,2,58,9
662655,1,23,4
662656,1,47,1
662658,2,57,10
662663,2,38,6
662671,1,56,4
662672,1,56,7
662676,1,31,8
662682,1,35,2
662684,2,58,9
662695,2,28,10
662696,1,27,5
662702,2,48,9
662725,1,31,9
662729,2,46,6
662739,1,36,7
662742,2,39,10
662744,2,26,4
662750,2,42,5
662758,2,28,7
662761,2,56,9
662781,1,56,1
662787,1,46,10
662792,2,54,3
662798,2,57,1
662803,1,28,1
662804,2,58,1
662820,1,25,7
662826,1,31,7
662827,1,54,4
662841,2,50,6
662843,1,24,6
662844,2,55,10
662852,2,58,2
662858,2,22,9
662859,2,48,6
662860,2,21,5
662861,1,21,3
662866,2,29,9
662868,1,36,10
662870,1,56,5
662872,2,42,7
662873,2,37,5
662880,2,30,4
662885,1,40,1
662891,2,32,8
662899,2,37,5
662903,1,22,7
662904,2,44,7
662908,1,58,7
662911,2,43,7
662913,1,48,8
662944,1,56,8
662970,2,29,6
662979,2,35,7
662980,2,55,4
662997,2,49,3
663001,1,29,9
663011,1,52,5
663017,2,23,6
663020,1,26,9
663022,1,32,2
663023,1,55,5
663024,2,23,7
663025,1,23,2
663033,2,43,10
663034,2,28,2
663041,2,25,6
663042,1,45,1
663043,2,45,9
663046,1,27,1
663050,2,44,3
663054,1,36,1
663056,1,28,3
663058,2,40,9
663087,2,21,6
663091,2,45,1
663094,2,44,10
663095,2,60,1
663100,2,30,8
663104,1,56,4
663107,2,48,5
663109,1,57,5
663110,2,55,6
663114,1,59,6
663116,1,28,3
663131,1,26,9
663133,1,56,6
663134,1,37,1
663138,2,55,6
663139,1,40,1
663140,1,53,3
663143,2,32,4
663144,1,47,1
663152,1,50,7
663153,2,54,1
663158,2,34,8
663161,2,49,10
663163,2,60,1
663166,1,25,10
663167,1,44,9
663179,2,28,3
663186,2,40,10
663187,1,47,3
663188,1,43,6
663189,1,26,8
663190,2,29,9
663200,1,24,1
663203,2,26,8
663208,2,33,8
663210,2,60,2
663214,1,56,9
663216,2,57,1
663231,1,47,2
663246,1,46,10
663252,1,51,6
663256,1,20,3
663263,2,37,1
663266,1,53,7
663268,1,60,10
663269,2,43,9
663271,1,30,8
663272,2,49,1
663280,2,24,10
663281,1,55,6
663290,2,42,6
663301,1,44,4
663303,2,41,1
663312,1,60,9
663314,1,57,9
663327,1,50,4
663328,1,23,10
663335,1,32,10
663338,2,38,4
663344,1,20,6
663354,2,37,3
663358,2,51,8
663360,2,51,1
663362,1,29,2
663365,1,32,8
663370,2,40,3
663373,1,39,1
663374,1,46,5
663377,2,60,9
663378,2,42,4
663382,2,44,8
663385,2,45,10
663389,1,48,2
663391,1,39,8
663392,2,47,3
663403,1,36,9
663407,2,41,6
663409,2,30,1
663414,1,34,1
663422,2,32,4
663425,1,27,1
663427,2,42,6
663428,1,35,1
663430,1,40,6
663432,2,30,4
663435,1,27,2
663436,2,57,1
663441,1,29,8
663443,2,29,4
663444,1,46,2
663448,2,27,3
663455,2,34,8
663459,1,25,2
663462,2,28,2
663466,1,59,10
663467,2,31,3
663471,2,25,3
663477,2,39,4
663480,1,56,5
663484,2,20,2
663485,1,38,9
663488,1,48,3
663492,1,24,1
663494,2,33,3
663497,2,47,2
663498,2,57,7
663500,2,49,6
663516,1,56,5
663517,1,47,6
663518,2,59,8
663521,2,39,5
663523,2,59,7
663525,1,32,3
663528,2,57,3
663529,1,35,8
663533,1,54,2
663534,1,55,9
663541,1,44,7
663545,1,29,4
663547,1,52,5
663550,1,45,3
663552,2,59,6
663558,1,32,9
663564,1,56,1
663591,2,34,3
663598,1,56,10
663599,1,56,9
663600,1,23,3
663618,2,45,9
663620,1,55,3
663631,2,34,4
663634,2,39,4
663638,2,49,10
663639,2,54,8
663641,1,42,6
663643,2,28,10
663645,1,35,3
663647,1,29,9
663650,2,50,6
663652,1,32,5
663668,2,32,8
663672,1,23,2
663674,2,22,9
663675,2,56,10
663676,2,52,8
663677,2,21,7
663678,1,20,5
663681,2,53,7
663687,1,49,10
663697,1,34,8
663698,2,58,9
663699,1,44,3
663704,2,54,4
663710,2,28,10
663718,2,30,9
663721,2,54,6
663723,2,54,7
663725,2,26,2
663727,1,51,3
663731,2,29,4
663733,1,36,7
663736,1,20,4
663738,1,22,6
663746,1,32,1
663752,2,59,6
663759,1,26,2
663765,1,52,8
663766,2,25,3
663768,2,28,4
663770,2,53,7
663775,2,47,10
663779,1,56,3
663786,1,29,8
663787,1,35,5
663791,2,45,4
663792,2,21,10
663801,1,24,3
663802,2,33,2
663804,1,37,7
663811,1,36,9
663813,1,21,8
663820,1,60,5
663840,1,54,9
663842,1,34,9
663846,1,37,4
663853,1,32,2
663859,2,48,9
663861,1,47,6
663865,1,59,4
663871,1,33,7
663873,1,21,7
663887,1,31,1
663892,1,56,8
663894,1,53,8
663902,2,34,10
663903,2,55,5
663911,1,32,9
663921,2,47,7
663923,1,45,3
663924,1,26,10
663935,2,45,2
663937,1,24,9
663957,1,20,1
663960,2,49,9
663962,2,37,9
663964,2,49,1
663965,1,26,8
663973,1,30,6
663981,2,32,4
663982,1,42,2
663985,2,34,9
663993,2,32,7
663999,1,31,8
664000,1,56,10
664002,1,50,2
664006,1,29,4
664015,2,29,10
664029,1,56,3
664030,2,29,9
664044,1,50,6
664046,1,21,4
664048,1,46,4
664050,1,54,2
664053,2,33,1
664055,1,58,5
664058,2,21,6
664080,2,42,7
664081,1,43,3
664088,2,38,9
664092,1,51,7
664093,1,20,6
664095,2,41,3
664096,1,55,9
664097,2,31,7
664101,1,52,10
664104,1,40,8
664105,1,51,4
664108,2,29,2
664118,1,44,4
664123,2,20,4
664135,2,50,4
664138,2,28,3
664141,2,20,4
664144,1,35,5
664151,2,55,10
664163,2,56,5
664172,1,22,1
664181,1,56,2
664190,1,28,10
664194,2,22,7
664197,2,46,2
664198,1,32,6
664205,1,26,5
664208,2,37,4
664214,2,43,6
664215,2,45,5
664216,2,44,4
664219,2,42,8
664223,1,27,8
664236,2,46,5
