Date,USD,GBP
2002-03-27,1.1765,0.90335
2002-03-28,1.1726,0.90013
2002-04-02,1.1848,0.90053
2002-04-03,1.1743,0.90268
2002-04-04,1.1725,0.90385
2002-04-05,1.1717,0.90968
2002-04-08,1.176,0.9134
2002-04-09,1.1608,0.90985
2002-04-10,1.1569,0.91195
2002-04-11,1.1578,0.91123
2002-04-12,1.1443,0.90055
2002-04-15,1.1448,0.90575
2002-04-16,1.1428,0.91078
2002-04-17,1.1414,0.90875
2002-04-18,1.1444,0.9054
2002-04-19,1.1375,0.90778
2002-04-22,1.1329,0.89938
2002-04-23,1.1276,0.8957
2002-04-24,1.1342,0.89655
2002-04-25,1.1286,0.89923
2002-04-26,1.129,0.9015
2002-04-29,1.1325,0.90505
2002-04-30,1.1224,0.9012
2002-05-02,1.1286,0.90225
2002-05-03,1.12,0.9043
2002-05-06,1.1198,0.91243
2002-05-07,1.1284,0.9154
2002-05-08,1.1213,0.90575
2002-05-09,1.12,0.90133
2002-05-10,1.128,0.90343
2002-05-13,1.1318,0.9063
2002-05-14,1.1213,0.90328
2002-05-15,1.121,0.90505
2002-05-16,1.1222,0.90028
2002-05-17,1.1232,0.89448
2002-05-20,1.1308,0.8937
2002-05-21,1.1253,0.89648
2002-05-22,1.1304,0.89653
2002-05-23,1.1348,0.89665
2002-05-24,1.1375,0.88963
2002-05-27,1.1294,0.8912
2002-05-28,1.1285,0.89173
2002-05-29,1.133,0.89448
2002-05-30,1.125,0.89685
2002-05-31,1.1194,0.89065
2002-06-03,1.1174,0.89083
2002-06-04,1.1116,0.89673
2002-06-05,1.1136,0.90088
2002-06-06,1.1016,0.89728
2002-06-07,1.0991,0.89595
2002-06-10,1.0975,0.88878
2002-06-11,1.091,0.89515
2002-06-12,1.0904,0.89563
2002-06-13,1.1,0.89943
2002-06-14,1.0958,0.89358
2002-06-17,1.095,0.89535
2002-06-18,1.0832,0.89153
2002-06-19,1.0798,0.88738
2002-06-20,1.0792,0.88495
2002-06-21,1.0875,0.88245
2002-06-24,1.0858,0.87773
2002-06-25,1.0824,0.87875
2002-06-26,1.0843,0.87535
2002-06-27,1.0783,0.87478
2002-06-28,1.0807,0.87253
2002-07-01,1.0843,0.8706
2002-07-02,1.0942,0.87898
2002-07-03,1.0876,0.86905
2002-07-04,1.0842,0.87378
2002-07-05,1.0877,0.87078
2002-07-08,1.0852,0.87263
2002-07-09,1.08,0.87498
2002-07-10,1.0772,0.872
2002-07-11,1.0867,0.8792
2002-07-12,1.0837,0.8812
2002-07-15,1.086,0.87343
2002-07-16,1.086,0.86978
2002-07-17,1.0888,0.87163
2002-07-18,1.0903,0.87385
2002-07-19,1.0963,0.87253
2002-07-22,1.0867,0.87565
2002-07-23,1.0871,0.87948
2002-07-24,1.0885,0.88093
2002-07-25,1.0791,0.878
2002-07-26,1.0785,0.8785
2002-07-29,1.0906,0.87738
2002-07-30,1.0936,0.8846
2002-07-31,1.0956,0.88643
2002-08-01,1.1034,0.889
2002-08-02,1.0977,0.89743
2002-08-05,1.0981,0.91348
2002-08-06,1.0827,0.91503
2002-08-07,1.0843,0.921
2002-08-08,1.0783,0.9297
2002-08-09,1.0707,0.91028
2002-08-12,1.0801,0.92985
2002-08-13,1.0934,0.9219
2002-08-14,1.0982,0.90823
2002-08-15,1.1157,0.90918
2002-08-16,1.1104,0.8907
2002-08-19,1.124,0.88623
2002-08-20,1.1336,0.8769
2002-08-21,1.139,0.87385
2002-08-22,1.1456,0.87383
2002-08-23,1.1336,0.87165
2002-08-26,1.1187,0.8667
2002-08-27,1.1125,0.8685
2002-08-28,1.1117,0.8701
2002-08-29,1.1122,0.87113
2002-08-30,1.0977,0.85315
2002-09-02,1.0964,0.84995
2002-09-03,1.0875,0.8415
2002-09-04,1.084,0.8363
2002-09-05,1.0818,0.83833
2002-09-06,1.0801,0.8351
2002-09-09,1.079,0.8384
2002-09-10,1.08,0.83148
2002-09-11,1.0816,0.82985
2002-09-12,1.0835,0.83238
2002-09-13,1.0842,0.83208
2002-09-16,1.0867,0.83375
2002-09-17,1.0914,0.84058
2002-09-18,1.0901,0.84325
2002-09-19,1.0951,0.84628
2002-09-20,1.0969,0.8472
2002-09-23,1.1003,0.84835
2002-09-24,1.1023,0.84444
2002-09-25,1.1048,0.8488
2002-09-26,1.1066,0.84775
2002-09-27,1.1052,0.84175
2002-09-30,1.1029,0.84183
2002-10-01,1.1001,0.8458
2002-10-02,1.1005,0.84603
2002-10-03,1.1025,0.84358
2002-10-04,1.1035,0.84313
2002-10-07,1.1091,0.84498
2002-10-08,1.1088,0.84445
2002-10-09,1.1115,0.8503
2002-10-10,1.1085,0.85275
2002-10-11,1.1108,0.85105
2002-10-14,1.1169,0.8547
2002-10-15,1.1142,0.85683
2002-10-16,1.1115,0.85618
2002-10-17,1.1126,0.8576
2002-10-18,1.1091,0.8481
2002-10-21,1.111,0.85285
2002-10-22,1.1115,0.84868
2002-10-23,1.1172,0.85183
2002-10-24,1.1194,0.85215
2002-10-25,1.1147,0.85115
2002-10-28,1.1193,0.84828
2002-10-29,1.1234,0.8508
2002-10-30,1.1189,0.85208
2002-10-31,1.1153,0.8513
2002-11-01,1.108,0.85533
2002-11-04,1.1075,0.85708
2002-11-05,1.1097,0.85133
2002-11-06,1.1117,0.85073
2002-11-07,1.1115,0.85055
2002-11-08,1.1162,0.84748
2002-11-11,1.1146,0.83415
2002-11-12,1.1174,0.83508
2002-11-13,1.1137,0.8456
2002-11-14,1.1075,0.84245
2002-11-15,1.1077,0.84073
2002-11-18,1.1075,0.84195
2002-11-19,1.1094,0.84453
2002-11-20,1.1094,0.8447
2002-11-21,1.1081,0.8461
2002-11-22,1.1071,0.852
2002-11-25,1.1023,0.85218
2002-11-26,1.0982,0.85225
2002-11-27,1.1005,0.8518
2002-11-28,1.1009,0.8545
2002-11-29,1.102,0.85715
2002-12-02,1.1008,0.85515
2002-12-03,1.1058,0.8598
2002-12-04,1.1091,0.85548
2002-12-05,1.1059,0.85715
2002-12-06,1.1077,0.85573
2002-12-09,1.1061,0.8533
2002-12-10,1.1034,0.8566
2002-12-11,1.0997,0.85643
2002-12-12,1.1006,0.8576
2002-12-13,1.1015,0.8582
2002-12-16,1.1041,0.85743
2002-12-17,1.1034,0.86158
2002-12-18,1.1077,0.86442
2002-12-19,1.109,0.86033
2002-12-20,1.1109,0.86113
2002-12-23,1.1158,0.86368
2002-12-24,1.1139,0.86008
2002-12-27,1.1154,0.86133
2002-12-30,1.1106,0.862
2002-12-31,1.1095,0.86328
2003-01-02,1.1087,0.86328
2003-01-03,1.1107,0.86598
2003-01-06,1.1128,0.86288
2003-01-07,1.1123,0.86408
2003-01-08,1.113,0.86065
2003-01-09,1.1173,0.8593
2003-01-10,1.1144,0.86435
2003-01-13,1.1113,0.8684
2003-01-14,1.1025,0.8656
2003-01-15,1.1007,0.87058
2003-01-16,1.1031,0.87983
2003-01-17,1.1043,0.87518
2003-01-20,1.103,0.90155
2003-01-21,1.0981,0.8985
2003-01-22,1.0986,0.89795
2003-01-23,1.0993,0.89155
2003-01-24,1.0979,0.89045
2003-01-27,1.0951,0.8879
2003-01-28,1.0925,0.8897
2003-01-29,1.0898,0.88955
2003-01-30,1.0889,0.88573
2003-01-31,1.0935,0.88778
2003-02-03,1.0938,0.88505
2003-02-04,1.0982,0.88668
2003-02-05,1.1003,0.88153
2003-02-06,1.0985,0.88343
2003-02-07,1.103,0.8823
2003-02-10,1.1067,0.88735
2003-02-11,1.1053,0.8872
2003-02-12,1.1026,0.88813
2003-02-13,1.1031,0.8851
2003-02-14,1.1096,0.89093
2003-02-17,1.0963,0.8892
2003-02-18,1.1003,0.89133
2003-02-19,1.104,0.893
2003-02-20,1.1033,0.89275
2003-02-21,1.1027,0.89635
2003-02-24,1.1058,0.8958
2003-02-25,1.1018,0.90255
2003-02-26,1.0937,0.90885
2003-02-27,1.0968,0.9082
2003-02-28,1.1036,0.90565
2003-03-03,1.1072,0.90531
2003-03-04,1.1083,0.90823
2003-03-05,1.1104,0.90435
2003-03-06,1.1116,0.90808
2003-03-07,1.1065,0.90453
2003-03-10,1.1083,0.9115
2003-03-11,1.1104,0.91545
2003-03-12,1.1076,0.91623
2003-03-13,1.1103,0.91583
2003-03-14,1.1076,0.91033
2003-03-17,1.115,0.91863
2003-03-18,1.1188,0.92673
2003-03-19,1.1222,0.9283
2003-03-20,1.1194,0.92615
2003-03-21,1.1198,0.9282
2003-03-24,1.1193,0.92115
2003-03-25,1.1202,0.92353
2003-03-26,1.1187,0.9183
2003-03-27,1.1182,0.9188
2003-03-28,1.1106,0.91505
2003-03-31,1.1037,0.9115
2003-04-01,1.1151,0.91623
2003-04-02,1.1154,0.91653
2003-04-03,1.1119,0.90443
2003-04-04,1.1138,0.89633
2003-04-07,1.1115,0.88963
2003-04-08,1.114,0.89143
2003-04-09,1.1173,0.8983
2003-04-10,1.1215,0.89968
2003-04-11,1.1226,0.89635
2003-04-14,1.1216,0.89853
2003-04-15,1.1215,0.9034
2003-04-16,1.1223,0.9026
2003-04-17,1.1269,0.89873
2003-04-22,1.1253,0.89788
2003-04-23,1.1285,0.8979
2003-04-24,1.122,0.89928
2003-04-25,1.1205,0.89975
2003-04-28,1.1215,0.89625
2003-04-29,1.126,0.89703
2003-04-30,1.1288,0.8973
2003-05-02,1.1293,0.8975
2003-05-05,1.1301,0.89443
2003-05-06,1.1349,0.89718
2003-05-07,1.138,0.89655
2003-05-08,1.137,0.89428
2003-05-09,1.1362,0.89603
2003-05-12,1.1388,0.89485
2003-05-13,1.1394,0.89365
2003-05-14,1.1316,0.89425
2003-05-15,1.1307,0.89155
2003-05-16,1.1207,0.8902
2003-05-19,1.1187,0.89403
2003-05-20,1.1234,0.89208
2003-05-21,1.1265,0.89093
2003-05-22,1.1289,0.88948
2003-05-23,1.1323,0.88805
2003-05-26,1.132,0.89085
2003-05-27,1.1301,0.89248
2003-05-28,1.1273,0.88675
2003-05-29,1.1266,0.88558
2003-05-30,1.1257,0.88631
2003-06-02,1.1244,0.88738
2003-06-03,1.1185,0.88618
2003-06-04,1.1151,0.88693
2003-06-05,1.1134,0.88178
2003-06-06,1.1156,0.88225
2003-06-09,1.1192,0.88373
2003-06-10,1.1198,0.88225
2003-06-11,1.1187,0.88318
2003-06-12,1.1139,0.881
2003-06-13,1.1171,0.8828
2003-06-16,1.1161,0.8761
2003-06-17,1.1167,0.8762
2003-06-18,1.1172,0.87595
2003-06-19,1.1203,0.87463
2003-06-20,1.1183,0.8682
2003-06-23,1.1226,0.86723
2003-06-24,1.1245,0.8635
2003-06-25,1.123,0.8625
2003-06-26,1.1193,0.8612
2003-06-27,1.1202,0.86095
2003-06-30,1.1185,0.85645
2003-07-01,1.1199,0.8547
2003-07-02,1.1155,0.85785
2003-07-03,1.1212,0.8593
2003-07-04,1.1218,0.86248
2003-07-07,1.115,0.8634
2003-07-08,1.1133,0.8634
2003-07-09,1.1123,0.86435
2003-07-10,1.1209,0.86545
2003-07-11,1.1245,0.8645
2003-07-14,1.125,0.8647
2003-07-15,1.1301,0.86593
2003-07-16,1.1305,0.8639
2003-07-17,1.1313,0.86305
2003-07-18,1.1321,0.8629
2003-07-21,1.1264,0.86168
2003-07-22,1.1279,0.86083
2003-07-23,1.1277,0.86335
2003-07-24,1.1246,0.86183
2003-07-25,1.1233,0.85938
2003-07-28,1.1219,0.85418
2003-07-29,1.1243,0.8539
2003-07-30,1.12,0.86
2003-07-31,1.1236,0.85658
2003-08-01,1.1235,0.8583
2003-08-04,1.1218,0.85555
2003-08-05,1.1261,0.85118
2003-08-06,1.1291,0.8533
2003-08-07,1.1325,0.85638
2003-08-08,1.1302,0.8589
2003-08-11,1.1387,0.8665
2003-08-12,1.1354,0.8628
2003-08-13,1.1358,0.85548
2003-08-14,1.1349,0.8566
2003-08-15,1.1308,0.85415
2003-08-18,1.1295,0.85228
2003-08-19,1.1303,0.8588
2003-08-20,1.1275,0.86145
2003-08-21,1.1244,0.8624
2003-08-22,1.1222,0.85905
2003-08-25,1.1271,0.8588
2003-08-26,1.1305,0.8597
2003-08-27,1.1329,0.86358
2003-08-28,1.1337,0.85775
2003-08-29,1.1383,0.85968
2003-09-01,1.1416,0.85835
2003-09-02,1.1386,0.85503
2003-09-03,1.1361,0.86055
2003-09-04,1.1355,0.86828
2003-09-05,1.1325,0.87263
2003-09-08,1.1354,0.86805
2003-09-09,1.1342,0.86945
2003-09-10,1.1294,0.87185
2003-09-11,1.1328,0.8762
2003-09-12,1.126,0.87938
2003-09-15,1.1268,0.87945
2003-09-16,1.1305,0.87553
2003-09-17,1.1296,0.87705
2003-09-18,1.1309,0.87615
2003-09-19,1.1346,0.8749
2003-09-22,1.1345,0.8775
2003-09-23,1.1394,0.8787
2003-09-24,1.1423,0.87803
2003-09-25,1.1445,0.87678
2003-09-26,1.1471,0.87888
2003-09-29,1.1488,0.87578
2003-09-30,1.1429,0.87341
2003-10-01,1.1422,0.86735
2003-10-02,1.1418,0.86888
2003-10-03,1.1346,0.8658
2003-10-06,1.1341,0.87085
2003-10-07,1.1367,0.87213
2003-10-08,1.1354,0.88
2003-10-09,1.1362,0.88303
2003-10-10,1.1402,0.88125
2003-10-13,1.1396,0.8826
2003-10-14,1.1389,0.8859
2003-10-15,1.1424,0.89025
2003-10-16,1.1467,0.89263
2003-10-17,1.1533,0.90015
2003-10-20,1.1535,0.90423
2003-10-21,1.1455,0.89913
2003-10-22,1.144,0.89743
2003-10-23,1.1445,0.8972
2003-10-24,1.1403,0.89988
2003-10-27,1.1348,0.90312
2003-10-28,1.1397,0.90165
2003-10-29,1.145,0.89453
2003-10-30,1.1454,0.90273
2003-10-31,1.1377,0.90073
2003-11-03,1.1408,0.90038
2003-11-04,1.1414,0.90215
2003-11-05,1.1451,0.90335
2003-11-06,1.1405,0.90318
2003-11-07,1.1377,0.89715
2003-11-10,1.1341,0.8989
2003-11-11,1.1285,0.89835
2003-11-12,1.1371,0.89848
2003-11-13,1.1346,0.90135
2003-11-14,1.1379,0.90228
2003-11-17,1.1425,0.90245
2003-11-18,1.1371,0.89085
2003-11-19,1.1351,0.8893
2003-11-20,1.1354,0.88885
2003-11-21,1.1409,0.89058
2003-11-24,1.1332,0.8915
2003-11-25,1.1359,0.89068
2003-11-26,1.1387,0.89135
2003-11-27,1.1284,0.88245
2003-11-28,1.1328,0.88748
2003-12-01,1.1363,0.8844
2003-12-02,1.1352,0.8848
2003-12-03,1.1403,0.88598
2003-12-04,1.1409,0.89108
2003-12-05,1.1421,0.88908
2003-12-08,1.1427,0.89083
2003-12-09,1.1346,0.8835
2003-12-10,1.1305,0.8837
2003-12-11,1.1296,0.87048
2003-12-12,1.1261,0.86945
2003-12-15,1.1265,0.87563
2003-12-16,1.1346,0.87053
2003-12-17,1.1424,0.87163
2003-12-18,1.1487,0.87403
2003-12-19,1.1428,0.87313
2003-12-22,1.137,0.87535
2003-12-23,1.1417,0.8787
2003-12-24,1.1393,0.88173
2003-12-29,1.1318,0.88873
2003-12-30,1.1372,0.89148
2003-12-31,1.1381,0.88788
2004-01-02,1.1345,0.8868
2004-01-05,1.1416,0.88533
2004-01-06,1.1389,0.88233
2004-01-07,1.1478,0.88103
2004-01-08,1.1494,0.88425
2004-01-09,1.147,0.8802
2004-01-12,1.1505,0.87843
2004-01-13,1.153,0.87945
2004-01-14,1.1587,0.87593
2004-01-15,1.1581,0.88045
2004-01-16,1.1574,0.8764
2004-01-19,1.1575,0.8749
2004-01-20,1.15,0.87448
2004-01-21,1.1435,0.8768
2004-01-22,1.1478,0.8801
2004-01-23,1.1506,0.88165
2004-01-26,1.1502,0.8858
2004-01-27,1.1548,0.88895
2004-01-28,1.1543,0.89043
2004-01-29,1.1606,0.89078
2004-01-30,1.1576,0.8873
2004-02-02,1.1707,0.88973
2004-02-03,1.1737,0.8908
2004-02-04,1.1777,0.89425
2004-02-05,1.1773,0.89458
2004-02-06,1.1759,0.894
2004-02-09,1.1769,0.8859
2004-02-10,1.1667,0.88813
2004-02-11,1.1697,0.88963
2004-02-12,1.1671,0.88875
2004-02-13,1.1689,0.89228
2004-02-16,1.162,0.89
2004-02-17,1.1585,0.89028
2004-02-18,1.1574,0.89068
2004-02-19,1.1571,0.8934
2004-02-20,1.1615,0.89275
2004-02-23,1.1634,0.89824
2004-02-24,1.1582,0.90328
2004-02-25,1.1562,0.90058
2004-02-26,1.1609,0.90158
2004-02-27,1.1651,0.8974
2004-03-01,1.1692,0.89758
2004-03-02,1.166,0.905
2004-03-03,1.171,0.9068
2004-03-04,1.1633,0.90365
2004-03-05,1.1588,0.902
2004-03-08,1.1579,0.89878
2004-03-09,1.1616,0.89928
2004-03-10,1.1502,0.8974
2004-03-11,1.142,0.89478
2004-03-12,1.1391,0.89575
2004-03-15,1.137,0.89498
2004-03-16,1.1321,0.8913
2004-03-17,1.1406,0.893
2004-03-18,1.1403,0.8933
2004-03-19,1.1456,0.89675
2004-03-22,1.1593,0.8994
2004-03-23,1.1589,0.90085
2004-03-24,1.1602,0.89483
2004-03-25,1.1543,0.8928
2004-03-26,1.1588,0.8905
2004-03-29,1.1617,0.89145
2004-03-30,1.1696,0.8904
2004-03-31,1.1736,0.8922
2004-04-01,1.1684,0.8907
2004-04-02,1.1625,0.88823
2004-04-05,1.1716,0.8886
2004-04-06,1.169,0.88855
2004-04-07,1.1706,0.89178
2004-04-08,1.1716,0.8917
2004-04-13,1.167,0.89445
2004-04-14,1.1588,0.89298
2004-04-15,1.1611,0.89118
2004-04-16,1.1707,0.88725
2004-04-19,1.172,0.8827
2004-04-20,1.1643,0.88488
2004-04-21,1.1658,0.88263
2004-04-22,1.1735,0.88482
2004-04-23,1.1713,0.88338
2004-04-26,1.1789,0.88345
2004-04-27,1.1724,0.88595
2004-04-28,1.1709,0.8831
2004-04-29,1.1642,0.88108
2004-04-30,1.1665,0.8835
2004-05-03,1.1639,0.8865
2004-05-04,1.1658,0.88605
2004-05-05,1.1583,0.8852
2004-05-06,1.1616,0.88173
2004-05-07,1.1672,0.8816
2004-05-10,1.17,0.8804
2004-05-11,1.1648,0.87663
2004-05-12,1.1538,0.8737
2004-05-13,1.1578,0.87878
2004-05-14,1.1534,0.87693
2004-05-17,1.1613,0.87655
2004-05-18,1.1596,0.8732
2004-05-19,1.173,0.87683
2004-05-20,1.1764,0.8821
2004-05-21,1.1788,0.88175
2004-05-24,1.179,0.8818
2004-05-25,1.1754,0.87733
2004-05-26,1.1836,0.88123
2004-05-27,1.1765,0.87683
2004-05-28,1.1675,0.8739
2004-05-31,1.1737,0.87673
2004-06-01,1.1669,0.8768
2004-06-02,1.1699,0.8768
2004-06-03,1.1632,0.875
2004-06-04,1.1558,0.87143
2004-06-07,1.1644,0.87465
2004-06-08,1.1675,0.8754
2004-06-09,1.1728,0.87475
2004-06-10,1.1708,0.87953
2004-06-11,1.1794,0.87688
2004-06-14,1.1759,0.8764
2004-06-15,1.1781,0.87325
2004-06-16,1.1805,0.8735
2004-06-17,1.1784,0.87418
2004-06-18,1.1883,0.879
2004-06-21,1.1988,0.8824
2004-06-22,1.1934,0.88
2004-06-23,1.1878,0.8781
2004-06-24,1.1879,0.87445
2004-06-25,1.187,0.8793
2004-06-28,1.1902,0.8801
2004-06-29,1.1969,0.88235
2004-06-30,1.1992,0.8818
2004-07-01,1.2007,0.8804
2004-07-02,1.2079,0.8796
2004-07-05,1.207,0.877
2004-07-06,1.2168,0.871
2004-07-07,1.2185,0.8738
2004-07-08,1.2213,0.87468
2004-07-09,1.2238,0.8764
2004-07-12,1.2309,0.87608
2004-07-13,1.2382,0.86975
2004-07-14,1.2388,0.87105
2004-07-15,1.2357,0.8628
2004-07-16,1.237,0.86465
2004-07-19,1.2317,0.864
2004-07-20,1.2323,0.86745
2004-07-21,1.2384,0.8736
2004-07-22,1.2361,0.87183
2004-07-23,1.2304,0.87088
2004-07-26,1.2234,0.87295
2004-07-27,1.226,0.87395
2004-07-28,1.2276,0.87573
2004-07-29,1.2308,0.87523
2004-07-30,1.2321,0.8749
2004-08-02,1.2398,0.87605
2004-08-03,1.2376,0.8794
2004-08-04,1.2411,0.87248
2004-08-05,1.2346,0.87285
2004-08-06,1.2316,0.872
2004-08-09,1.2286,0.87403
2004-08-10,1.2276,0.87715
2004-08-11,1.2309,0.87593
2004-08-12,1.2301,0.88253
2004-08-13,1.2341,0.8848
2004-08-16,1.2369,0.8863
2004-08-17,1.2378,0.8865
2004-08-18,1.2302,0.8859
2004-08-19,1.2291,0.88893
2004-08-20,1.2421,0.89465
2004-08-23,1.2417,0.89513
2004-08-24,1.2411,0.89165
2004-08-25,1.2307,0.8907
2004-08-26,1.2312,0.8932
2004-08-27,1.2171,0.8852
2004-08-30,1.2214,0.88415
2004-08-31,1.2301,0.884
2004-09-01,1.232,0.8782
2004-09-02,1.2299,0.8794
2004-09-03,1.2276,0.88343
2004-09-06,1.2312,0.88463
2004-09-07,1.234,0.88168
2004-09-08,1.241,0.8859
2004-09-09,1.2464,0.88803
2004-09-10,1.2493,0.8866
2004-09-13,1.2348,0.8904
2004-09-14,1.2333,0.88935
2004-09-15,1.2263,0.886
2004-09-16,1.2273,0.8874
2004-09-17,1.2252,0.87513
2004-09-20,1.2338,0.88675
2004-09-21,1.2329,0.88885
2004-09-22,1.244,0.88568
2004-09-23,1.2492,0.8785
2004-09-24,1.2459,0.8752
2004-09-27,1.2457,0.8791
2004-09-28,1.2421,0.8793
2004-09-29,1.2379,0.8794
2004-09-30,1.2436,0.87335
2004-10-01,1.2407,0.87038
2004-10-04,1.2352,0.87183
2004-10-05,1.2249,0.8783
2004-10-06,1.2239,0.88085
2004-10-07,1.2255,0.88365
2004-10-08,1.2235,0.88208
2004-10-11,1.2203,0.88568
2004-10-12,1.223,0.8886
2004-10-13,1.2277,0.89043
2004-10-14,1.2137,0.88983
2004-10-15,1.2017,0.89075
2004-10-18,1.1992,0.8867
2004-10-19,1.1932,0.8827
2004-10-20,1.1973,0.88413
2004-10-21,1.2045,0.88883
2004-10-22,1.2065,0.89103
2004-10-25,1.2023,0.8864
2004-10-26,1.2065,0.88953
2004-10-27,1.1993,0.88723
2004-10-28,1.1934,0.88768
2004-10-29,1.1895,0.88593
2004-11-01,1.1853,0.88568
2004-11-02,1.1859,0.88763
2004-11-03,1.1845,0.8832
2004-11-04,1.1823,0.885
2004-11-05,1.1795,0.88208
2004-11-08,1.1806,0.88253
2004-11-09,1.1845,0.88163
2004-11-10,1.1736,0.87905
2004-11-11,1.1766,0.88068
2004-11-12,1.1796,0.8825
2004-11-15,1.1742,0.87525
2004-11-16,1.1786,0.88068
2004-11-17,1.1817,0.88335
2004-11-18,1.1847,0.88183
2004-11-19,1.1865,0.87725
2004-11-22,1.1885,0.88115
2004-11-23,1.1849,0.87985
2004-11-24,1.1827,0.88293
2004-11-25,1.1888,0.89538
2004-11-26,1.1952,0.89375
2004-11-29,1.1877,0.8912
2004-11-30,1.1848,0.89005
2004-12-01,1.1749,0.8881
2004-12-02,1.1718,0.88498
2004-12-03,1.1781,0.8894
2004-12-06,1.1795,0.89385
2004-12-07,1.1771,0.89183
2004-12-08,1.184,0.8991
2004-12-09,1.1745,0.89585
2004-12-10,1.1656,0.89018
2004-12-13,1.1654,0.8837
2004-12-14,1.163,0.88633
2004-12-15,1.159,0.88405
2004-12-16,1.1562,0.88038
2004-12-17,1.159,0.8839
2004-12-20,1.1657,0.88923
2004-12-21,1.1645,0.8869
2004-12-22,1.1612,0.87385
2004-12-23,1.1638,0.87853
2004-12-24,1.1612,0.8798
2004-12-27,1.1605,0.88633
2004-12-28,1.1753,0.8901
2004-12-29,1.1785,0.88883
2004-12-30,1.1761,0.89303
2004-12-31,1.174,0.8909
2005-01-03,1.1818,0.89623
2005-01-04,1.1834,0.89815
2005-01-05,1.1749,0.89283
2005-01-06,1.1759,0.89148
2005-01-07,1.1803,0.88753
2005-01-10,1.181,0.8898
2005-01-11,1.1856,0.90235
2005-01-12,1.183,0.8971
2005-01-13,1.1797,0.8941
2005-01-14,1.1746,0.89195
2005-01-17,1.1707,0.89535
2005-01-18,1.1742,0.89153
2005-01-19,1.1787,0.88768
2005-01-20,1.1753,0.88793
2005-01-21,1.1744,0.88418
2005-01-24,1.1806,0.88178
2005-01-25,1.1778,0.87635
2005-01-26,1.1741,0.87565
2005-01-27,1.1787,0.87775
2005-01-28,1.1867,0.87938
2005-01-31,1.1961,0.88155
2005-02-01,1.1905,0.8824
2005-02-02,1.2007,0.8868
2005-02-03,1.1972,0.88622
2005-02-04,1.1948,0.88253
2005-02-07,1.1963,0.88043
2005-02-08,1.1885,0.89123
2005-02-09,1.1979,0.90243
2005-02-10,1.1933,0.89878
2005-02-11,1.1997,0.90775
2005-02-14,1.206,0.91268
2005-02-15,1.1971,0.91403
2005-02-16,1.1931,0.91428
2005-02-17,1.189,0.9174
2005-02-18,1.1905,0.91855
2005-02-21,1.192,0.92075
2005-02-22,1.1825,0.91973
2005-02-23,1.1916,0.92246
2005-02-24,1.2048,0.92965
2005-02-25,1.1925,0.92328
2005-02-28,1.1808,0.92083
2005-03-01,1.1806,0.92
2005-03-02,1.1799,0.92133
2005-03-03,1.1771,0.91713
2005-03-04,1.1761,0.91318
2005-03-07,1.174,0.91188
2005-03-08,1.1697,0.90895
2005-03-09,1.171,0.90993
2005-03-10,1.1744,0.91145
2005-03-11,1.1797,0.90935
2005-03-14,1.1765,0.90645
2005-03-15,1.1732,0.90303
2005-03-16,1.1731,0.90338
2005-03-17,1.1814,0.90678
2005-03-18,1.1797,0.90435
2005-03-21,1.1868,0.9028
2005-03-22,1.186,0.90318
2005-03-23,1.1829,0.89425
2005-03-24,1.1812,0.8944
2005-03-29,1.1727,0.8942
2005-03-30,1.1729,0.89568
2005-03-31,1.1694,0.88978
2005-04-01,1.1644,0.89275
2005-04-04,1.1694,0.89395
2005-04-05,1.1648,0.8935
2005-04-06,1.1642,0.8961
2005-04-07,1.1485,0.88718
2005-04-08,1.1533,0.88485
2005-04-11,1.1555,0.8878
2005-04-12,1.1462,0.87755
2005-04-13,1.1415,0.87983
2005-04-14,1.1417,0.88215
2005-04-15,1.1449,0.88925
2005-04-18,1.1405,0.88318
2005-04-19,1.1387,0.88443
2005-04-20,1.1412,0.88488
2005-04-21,1.1385,0.88013
2005-04-22,1.1329,0.87735
2005-04-25,1.1353,0.87805
2005-04-26,1.1369,0.87705
2005-04-27,1.1412,0.87933
2005-04-28,1.1413,0.8799
2005-04-29,1.1375,0.88525
2005-05-02,1.1278,0.8837
2005-05-03,1.1187,0.8783
2005-05-04,1.1173,0.87805
2005-05-05,1.1169,0.88168
2005-05-06,1.1147,0.8781
2005-05-09,1.1156,0.88143
2005-05-10,1.1199,0.87518
2005-05-11,1.1167,0.87453
2005-05-12,1.1166,0.8764
2005-05-13,1.1203,0.8796
2005-05-16,1.1217,0.88075
2005-05-17,1.1221,0.88545
2005-05-18,1.1176,0.87638
2005-05-19,1.1229,0.86755
2005-05-20,1.1217,0.86908
2005-05-23,1.1258,0.8723
2005-05-24,1.1249,0.8713
2005-05-25,1.1217,0.87268
2005-05-26,1.1219,0.8723
2005-05-27,1.1221,0.87365
2005-05-30,1.1173,0.86793
2005-05-31,1.1188,0.87093
2005-06-01,1.1196,0.8719
2005-06-02,1.1214,0.86528
2005-06-03,1.1193,0.8634
2005-06-06,1.1215,0.86463
2005-06-07,1.1243,0.86353
2005-06-08,1.1179,0.85908
2005-06-09,1.1129,0.85363
2005-06-10,1.1117,0.85745
2005-06-13,1.1059,0.85868
2005-06-14,1.0972,0.84928
2005-06-15,1.0876,0.84588
2005-06-16,1.086,0.84485
2005-06-17,1.0882,0.83985
2005-06-20,1.0888,0.843
2005-06-21,1.0938,0.84465
